,tag,smiles,n_atoms,smiles_B3LYP,A,B,C,mu,alpha,homo,lumo,gap,R2,zvpe,U0,U,H,G,Cv
2834,2835,CCN1CC1C#C,16,CCN1CC1C#C,5.02496,1.76969,1.45149,0.8597,67.95,-0.2287,0.0347,0.2634,865.3855,0.135106,-288.576381,-288.568685,-288.567741,-288.608094,28.131
2835,2836,CCN1CC1C#N,15,CCN1CC1C#N,5.07836,1.79142,1.47163,3.127,62.66,-0.2566,0.0126,0.2692,837.8304,0.124874,-304.683044,-304.675713,-304.674769,-304.714583,26.011
2836,2837,COC1CC1C#C,15,COC1CC1C#C,3.61538,2.41798,1.64325,1.1902,64.0,-0.231,0.0483,0.2793,774.5542,0.123048,-308.455419,-308.447861,-308.446917,-308.486877,27.449
2837,2838,COC1CC1C#N,14,COC1CC1C#N,3.66164,2.4522,1.66666,4.2202,58.79,-0.2631,0.0281,0.2912,749.3643,0.112858,-324.563745,-324.556558,-324.555614,-324.59507,25.27
2838,2839,OCC1CC1C#C,15,OCC1CC1C#C,3.54962,2.20615,1.5475,1.4799,63.58,-0.2406,0.0494,0.29,804.497,0.123457,-308.462933,-308.455235,-308.454291,-308.494779,27.877
2839,2840,OCC1CC1C#N,14,OCC1CC1C#N,3.36305,2.53276,1.64212,3.8026,57.86,-0.2777,0.021,0.2987,748.022,0.113745,-324.573883,-324.566773,-324.565829,-324.605272,25.397
2840,2841,OCC1NC1C#C,14,OCC1NC1C#C,5.11225,1.71493,1.44211,2.0081,59.99,-0.2482,0.0294,0.2776,831.6174,0.11275,-324.504178,-324.496856,-324.495912,-324.535758,26.523
2841,2842,OCC1NC1C#N,13,OCC1NC1C#N,5.19913,1.72171,1.44658,4.2226,54.85,-0.2722,0.008,0.2802,809.1143,0.102319,-340.61,-340.602997,-340.602053,-340.641454,24.534
2842,2843,OCC1OC1C#C,13,OCC1OC1C#C,5.30694,1.71949,1.45225,1.6405,56.25,-0.2646,0.013,0.2776,814.9734,0.099704,-344.385273,-344.377979,-344.377035,-344.416924,25.887
2843,2844,OCC1OC1C#N,12,OCC1OC1C#N,5.36722,1.73345,1.45968,2.729,51.24,-0.2867,-0.0108,0.2759,791.5162,0.089266,-360.488871,-360.481917,-360.480973,-360.520302,23.91
2844,2845,CCC1CC1C=O,17,CCC1CC1C=O,5.72286,1.4077,1.23432,3.3371,66.34,-0.2443,-0.0157,0.2286,984.3703,0.147271,-309.722879,-309.715089,-309.714145,-309.755098,27.843
2845,2846,CCC1CN1C=O,16,CCC1CN1C=O,4.36248,1.87604,1.49737,3.6373,62.48,-0.2495,0.0036,0.2531,845.9068,0.136034,-325.774769,-325.767214,-325.766269,-325.80665,26.609
2846,2847,CCC1NC1C=O,16,CCC1NC1C=O,5.93175,1.43292,1.26083,3.204,62.62,-0.2479,-0.026,0.2219,955.8041,0.13579,-325.763216,-325.755517,-325.754573,-325.795514,27.06
2847,2848,CCC1OC1C=O,15,CCC1OC1C=O,6.16322,1.45115,1.28818,2.6878,58.99,-0.2597,-0.0404,0.2193,929.9151,0.122872,-345.64389,-345.636275,-345.635331,-345.67615,26.343
2848,2849,CCN1CC1C=O,16,CCN1CC1C=O,6.22879,1.46098,1.28634,2.9232,63.9,-0.2399,-0.0295,0.2103,938.1184,0.135243,-325.753993,-325.746359,-325.745414,-325.786033,26.969
2849,2850,COC1CC1C=O,15,COC1CC1C=O,3.93714,2.04339,1.49925,2.9278,59.33,-0.2424,-0.0177,0.2247,816.2708,0.123194,-345.636611,-345.629092,-345.628148,-345.668551,26.219
2850,2851,OCC1CC1C=O,15,OCC1CC1C=O,5.87951,1.42621,1.24696,2.6127,59.3,-0.2483,-0.0195,0.2288,926.6322,0.123723,-345.64189,-345.634288,-345.633344,-345.674029,26.593
2851,2852,OCC1CN1C=O,14,OCC1CN1C=O,4.09485,2.3439,1.81015,4.2372,55.21,-0.2473,0.0124,0.2597,711.5797,0.112788,-361.694757,-361.687571,-361.686627,-361.726168,25.122
2852,2853,OCC1NC1C=O,14,OCC1NC1C=O,6.1011,1.45162,1.28309,2.5204,55.33,-0.256,-0.0335,0.2226,894.8599,0.112729,-361.683811,-361.67648,-361.675536,-361.71584,25.506
2853,2854,OCC1OC1C=O,13,OCC1OC1C=O,6.32084,1.46294,1.2973,1.2588,51.79,-0.2671,-0.0473,0.2198,875.7086,0.099656,-381.563295,-381.556022,-381.555077,-381.595276,24.878
2854,2855,CCC1CC1CC,21,CCC1CC1CC,5.99498,1.26714,1.16532,0.1171,75.28,-0.2627,0.0941,0.3568,1119.7971,0.194358,-274.983122,-274.974445,-274.973501,-275.0162,31.674
2855,2856,CCC1CC1CO,19,CCC1CC1CO,6.20363,1.27572,1.17202,1.3906,68.23,-0.2571,0.0792,0.3363,1062.5686,0.17088,-310.902465,-310.89399,-310.893045,-310.935426,30.41
2856,2857,CCC1CC1OC,19,CCC1CC1OC,5.7668,1.42727,1.3009,0.9884,68.57,-0.2416,0.0924,0.334,1005.8191,0.170251,-310.897268,-310.888842,-310.887898,-310.930142,30.044
2857,2858,CCC1CN1CC,20,CCC1CN1CC,6.41885,1.32723,1.21234,1.207,72.31,-0.2193,0.0918,0.3111,1068.0576,0.182388,-291.017787,-291.009232,-291.008288,-291.050853,30.779
2858,2859,CCC1NC1CO,18,CCC1NC1CO,6.1689,1.32221,1.25246,2.2365,64.41,-0.2465,0.0719,0.3185,1010.3691,0.160187,-326.949224,-326.941088,-326.940144,-326.982033,29.153
2859,2860,CCC1OC1CC,19,CCC1OC1CC,6.20521,1.32116,1.25661,1.6989,68.35,-0.2561,0.0979,0.354,1047.8336,0.170254,-310.911279,-310.902804,-310.901859,-310.944373,30.096
2860,2861,CCC1OC1CO,17,CCC1OC1CO,6.36406,1.335,1.27528,2.0593,60.87,-0.2617,0.0794,0.3411,987.6582,0.147123,-346.831692,-346.823566,-346.822622,-346.864591,28.582
2861,2862,CCN1CC1CO,18,CCN1CC1CO,4.39402,1.78614,1.54083,2.2059,65.09,-0.2162,0.0657,0.2819,874.8075,0.159056,-326.937372,-326.929114,-326.92817,-326.969889,29.447
2862,2863,COC1CC1CO,17,COC1CC1CO,5.93768,1.44492,1.31469,1.0188,61.45,-0.2437,0.0813,0.325,948.347,0.146852,-346.816694,-346.808471,-346.807527,-346.849494,28.758
2863,2864,COC1CC1OC,17,COC1CC1OC,6.04547,1.53453,1.39264,1.8188,62.15,-0.2344,0.0853,0.3197,927.6851,0.146083,-346.804974,-346.796793,-346.795849,-346.837591,28.422
2864,2865,OCC1CC1CO,17,OCC1CC1CO,6.43407,1.28358,1.1769,2.6042,61.24,-0.2571,0.0737,0.3308,1006.2633,0.147351,-346.821661,-346.813376,-346.812432,-346.854519,29.163
2865,2866,OCC1NC1CO,16,OCC1NC1CO,6.2489,1.33991,1.27851,1.4757,56.97,-0.2542,0.0648,0.319,947.205,0.137167,-362.870426,-362.86265,-362.861706,-362.902952,27.619
2866,2867,OCC1OC1CO,15,OCC1OC1CO,6.6345,1.33699,1.27664,0.5495,53.55,-0.2682,0.0719,0.34,934.9848,0.123894,-382.751729,-382.743927,-382.742983,-382.784392,27.143
2867,2868,C#CC1=CCCC1,15,C#CC1=CCCC1,7.22002,1.78967,1.48072,0.7776,72.43,-0.2236,-0.0137,0.2099,816.4254,0.125646,-271.372094,-271.36541,-271.364465,-271.40255,25.138
2868,2869,C#CC1=CCOC1,13,C#CC1=CCOC1,7.96343,1.81594,1.50665,1.2613,65.38,-0.231,-0.0258,0.2052,771.0564,0.101347,-307.287454,-307.280885,-307.279941,-307.318107,23.545
2869,2870,C#CC1=NCCO1,12,C#CC1=NCCO1,8.10389,1.95706,1.60811,1.3752,59.6,-0.247,-0.0297,0.2173,728.8947,0.090511,-323.352987,-323.346654,-323.34571,-323.383523,22.256
2870,2871,N#CC1=CCCC1,14,N#CC1=CCCC1,7.19321,1.80896,1.49248,4.536,65.88,-0.2596,-0.039,0.2206,790.5964,0.11553,-287.478272,-287.471971,-287.471027,-287.508562,22.929
2871,2872,N#CC1=CCOC1,12,N#CC1=CCOC1,7.93855,1.83398,1.51817,3.2089,59.12,-0.2584,-0.0526,0.2058,745.8735,0.091134,-323.391458,-323.38525,-323.384306,-323.422014,21.385
2872,2873,N#CC1=NCCN1,12,N#CC1=NCCN1,7.87148,1.93978,1.59552,4.9261,57.54,-0.2471,-0.0482,0.1989,724.7431,0.092675,-319.576017,-319.569974,-319.56903,-319.605969,21.489
2873,2874,N#CC1=NCCO1,11,N#CC1=NCCO1,8.09235,1.97691,1.62107,4.9482,53.7,-0.2767,-0.0575,0.2192,704.9626,0.080115,-339.452794,-339.446818,-339.445874,-339.483063,20.317
2874,2875,C#CC1CC=CC1,15,C#CC1CC=CC1,6.71526,1.88683,1.57022,0.6745,67.72,-0.2431,0.0221,0.2652,779.235,0.12557,-271.361537,-271.354967,-271.354023,-271.39192,24.991
2875,2876,C#CC1CN=CO1,12,C#CC1CN=CO1,6.59578,2.08919,1.79796,1.4018,56.1,-0.2575,0.0113,0.2688,682.5869,0.090574,-323.348544,-323.342352,-323.341408,-323.379032,22.097
2876,2877,N#CC1CC=CC1,14,N#CC1CC=CC1,6.67654,1.91669,1.58965,4.0748,62.51,-0.2595,0.0069,0.2663,752.3547,0.115459,-287.470402,-287.464209,-287.463265,-287.500616,22.819
2877,2878,N#CC1CN=CN1,12,N#CC1CN=CN1,5.91944,2.16327,1.90673,3.0044,54.7,-0.2496,-0.0038,0.2458,659.8445,0.092774,-319.575102,-319.569142,-319.568198,-319.605136,21.234
2878,2879,N#CC1CN=CO1,11,N#CC1CN=CO1,6.56897,2.12702,1.8284,2.8947,51.08,-0.2802,-0.0108,0.2693,656.5557,0.080208,-339.452428,-339.446606,-339.445662,-339.482639,20.072
2879,2880,C#CC1CCC=C1,15,C#CC1CCC=C1,6.59349,1.88541,1.58293,0.8494,68.09,-0.2439,0.0193,0.2632,782.1877,0.12556,-271.360631,-271.354023,-271.353079,-271.391083,25.015
2880,2881,C#CC1COC=N1,12,C#CC1COC=N1,6.67323,2.05601,1.76234,1.609,55.89,-0.2599,0.0112,0.2711,689.651,0.090665,-323.347112,-323.340873,-323.339929,-323.377788,22.104
2881,2882,C#CC1OCC=C1,13,C#CC1OCC=C1,6.15657,2.09059,1.79716,1.7258,60.86,-0.2464,0.0069,0.2533,704.6804,0.101245,-307.275809,-307.269393,-307.268449,-307.306294,23.432
2882,2883,N#CC1CCC=C1,14,N#CC1CCC=C1,6.56552,1.91412,1.60177,4.302,62.75,-0.2647,0.0006,0.2654,755.4208,0.11541,-287.469473,-287.463234,-287.46229,-287.499782,22.858
2883,2884,N#CC1CNC=N1,12,N#CC1CNC=N1,6.94635,2.03095,1.70321,5.5376,55.11,-0.2474,0.0016,0.249,692.608,0.092822,-319.574905,-319.568926,-319.567982,-319.604986,21.259
2884,2885,N#CC1NCC=C1,13,N#CC1NCC=C1,6.54707,1.99577,1.68387,4.9261,59.28,-0.2395,-0.0034,0.236,720.7529,0.103611,-303.503801,-303.497559,-303.496615,-303.534201,22.486
2885,2886,N#CC1OCC=C1,12,N#CC1OCC=C1,6.13505,2.12769,1.82654,4.4719,55.64,-0.2685,-0.0142,0.2543,678.3839,0.090997,-323.382399,-323.376361,-323.375417,-323.41262,21.369
2886,2887,C#CC1CCCC1,17,C#CC1CCCC1,6.33786,1.75862,1.47214,0.8513,69.64,-0.2539,0.0599,0.3138,845.963,0.149373,-272.569212,-272.561967,-272.561023,-272.601994,26.623
2887,2888,C#CC1CCCO1,15,C#CC1CCCO1,5.5842,2.00849,1.74844,1.6996,62.21,-0.2521,0.0367,0.2888,747.6915,0.125538,-308.486687,-308.479867,-308.478923,-308.518704,24.83
2888,2889,C#CC1CCOC1,15,C#CC1CCOC1,6.66262,1.80917,1.53272,1.0187,62.45,-0.2516,0.0498,0.3015,791.5825,0.125742,-308.487195,-308.48032,-308.479375,-308.518824,24.827
2889,2890,C#CC1COCO1,13,C#CC1COCO1,6.40503,1.98794,1.72238,1.1623,55.09,-0.2631,0.0249,0.2881,714.7246,0.101781,-344.408081,-344.401586,-344.400642,-344.439015,23.077
2890,2891,C#CC1OCCO1,13,C#CC1OCCO1,4.98972,2.29076,2.09826,1.533,54.26,-0.2621,0.0338,0.2959,659.2034,0.101605,-344.407598,-344.400944,-344.4,-344.439551,23.066
2891,2892,N#CC1CCCC1,16,N#CC1CCCC1,6.2946,1.78315,1.48947,4.2811,64.39,-0.3087,0.0392,0.3479,818.195,0.139266,-288.67829,-288.671443,-288.670499,-288.710744,24.464
2892,2893,N#CC1CCCN1,15,N#CC1CCCN1,4.81963,2.13943,1.9252,3.1752,60.32,-0.248,0.0289,0.2769,712.6219,0.12819,-304.715963,-304.709372,-304.708428,-304.747329,23.59
2893,2894,N#CC1CCCO1,14,N#CC1CCCO1,4.90037,2.17655,1.96627,4.201,56.8,-0.2766,0.0216,0.2982,692.3015,0.115203,-324.594116,-324.587651,-324.586707,-324.625065,22.831
2894,2895,N#CC1CCOC1,14,N#CC1CCOC1,6.43094,1.85652,1.57725,3.0735,57.31,-0.2754,0.0298,0.3052,758.4513,0.115674,-324.594826,-324.588399,-324.587455,-324.626036,22.655
2895,2896,N#CC1COCO1,12,N#CC1COCO1,6.36078,2.02371,1.75228,2.8689,50.17,-0.2911,0.0021,0.2932,687.7084,0.091473,-360.513163,-360.50703,-360.506086,-360.543847,21.053
2896,2897,N#CC1OCCO1,12,N#CC1OCCO1,5.08928,2.30726,2.09871,3.6235,49.58,-0.2937,0.0129,0.3066,639.2745,0.091185,-360.512793,-360.506476,-360.505532,-360.544254,21.184
2897,2898,O=CC1=CCCC1,15,O=CC1=CCCC1,6.54071,1.85036,1.48882,3.4213,65.7,-0.2473,-0.0529,0.1944,802.2208,0.126018,-308.551121,-308.544577,-308.543633,-308.581771,23.694
2898,2899,O=CC1=CCOC1,13,O=CC1=CCOC1,7.09484,1.8894,1.52039,3.161,58.88,-0.2491,-0.0663,0.1827,755.3957,0.101697,-344.465017,-344.458585,-344.457641,-344.495829,22.14
2899,2900,O=CC1=CNCC1,14,O=CC1=CNCC1,6.92692,1.87275,1.50799,5.3865,64.89,-0.2072,-0.0281,0.1791,773.9363,0.115229,-324.602888,-324.596471,-324.595526,-324.633298,23.18
2900,2901,O=CC1=NCCN1,13,O=CC1=NCCN1,7.02069,2.01523,1.6061,2.5843,57.17,-0.2324,-0.0685,0.1639,730.5308,0.103507,-340.655601,-340.649369,-340.648424,-340.685833,22.152
2901,2902,O=CC1=NCCO1,12,O=CC1=NCCO1,7.34607,1.97023,1.58435,3.9819,52.84,-0.263,-0.0762,0.1868,727.8275,0.09051,-360.526646,-360.520312,-360.519368,-360.557533,21.219
2902,2903,O=CC1CC=CC1,15,O=CC1CC=CC1,6.6573,1.79542,1.50769,2.7834,62.84,-0.2471,-0.0192,0.2278,792.9438,0.125544,-308.540079,-308.533506,-308.532562,-308.57116,23.738
2903,2904,O=CC1CN=CO1,12,O=CC1CN=CO1,5.46285,2.35891,2.03628,2.6531,50.85,-0.2553,-0.0366,0.2187,634.2572,0.090567,-360.526142,-360.520058,-360.519114,-360.556736,20.794
2904,2905,O=CN1CC=CC1,14,O=CN1CC=CC1,6.85262,2.05605,1.61319,4.0357,59.98,-0.2363,0.0058,0.2421,732.2384,0.114892,-324.608961,-324.602635,-324.601691,-324.639632,22.521
2905,2906,O=CC1CCC=C1,15,O=CC1CCC=C1,6.64514,1.78669,1.50926,2.988,63.37,-0.2421,-0.0253,0.2167,798.2111,0.125598,-308.540101,-308.533481,-308.532536,-308.571329,23.742
2906,2907,O=CC1COC=N1,12,O=CC1COC=N1,5.83573,2.23257,1.8583,1.6767,50.61,-0.2518,-0.036,0.2157,658.1344,0.090843,-360.529678,-360.523608,-360.522664,-360.560282,20.771
2907,2908,O=CC1OCC=C1,13,O=CC1OCC=C1,5.26608,2.324,1.98515,3.2989,56.06,-0.2331,-0.0293,0.2039,661.7507,0.101195,-344.454928,-344.448616,-344.447672,-344.485643,22.144
2908,2909,O=CN1CCC=C1,14,O=CN1CCC=C1,6.93997,2.00177,1.58413,3.9058,62.57,-0.211,-0.0019,0.2091,747.9836,0.115013,-324.612244,-324.605726,-324.604782,-324.644007,22.699
2909,2910,O=CN1CCN=C1,13,O=CN1CCN=C1,7.10696,2.03428,1.61336,3.6279,57.52,-0.2452,-0.023,0.2221,722.7492,0.103796,-340.671263,-340.664995,-340.664051,-340.70193,21.516
2910,2911,O=CC1CCCC1,17,O=CC1CCCC1,4.88246,1.89835,1.68988,2.9632,63.7,-0.243,-0.0171,0.2259,793.835,0.149301,-309.744522,-309.737233,-309.736288,-309.777869,25.43
2911,2912,O=CC1CCCO1,15,O=CC1CCCO1,4.80683,2.26006,1.9381,3.1961,56.99,-0.2399,-0.0212,0.2188,700.8248,0.125634,-345.665412,-345.658726,-345.657782,-345.696727,23.526
2912,2913,O=CC1CCOC1,15,O=CC1CCOC1,6.33354,1.76211,1.51542,2.1429,58.12,-0.2518,-0.0237,0.2282,794.2651,0.125765,-345.665813,-345.659082,-345.658138,-345.697457,23.542
2913,2914,O=CC1COCO1,13,O=CC1COCO1,5.20152,2.27975,1.97268,2.3665,49.95,-0.254,-0.0337,0.2202,658.9679,0.101662,-381.585231,-381.578743,-381.577799,-381.616587,21.841
2914,2915,O=CC1OCCO1,13,O=CC1OCCO1,6.70452,1.91876,1.64348,3.8049,50.84,-0.2478,-0.0359,0.2119,730.8645,0.101295,-381.587333,-381.580721,-381.579777,-381.618965,22.263
2915,2916,O=CN1CCCC1,16,O=CN1CCCC1,6.11258,1.9454,1.5592,4.2189,62.02,-0.236,0.0297,0.2656,786.8302,0.139116,-325.818163,-325.811442,-325.810498,-325.849435,24.034
2916,2917,CN=C1CN=CN1,14,CN=C1CN=CN1,7.30082,2.02325,1.61616,3.1976,61.18,-0.226,-0.0054,0.2206,746.1067,0.114447,-320.77572,-320.768839,-320.767895,-320.806725,24.062
2917,2918,CN=C1OCC=C1,14,CN=C1OCC=C1,7.03815,2.06968,1.63181,2.7356,64.55,-0.2322,-0.0251,0.2071,749.1962,0.113993,-324.595031,-324.588341,-324.587397,-324.626882,23.343
2918,2919,CN=C1CCCO1,16,CN=C1CCCO1,6.27303,1.96119,1.57419,2.6693,63.66,-0.2397,0.0355,0.2752,802.9894,0.137796,-325.798888,-325.791717,-325.790773,-325.83106,25.076
2919,2920,CN=C1COCO1,14,CN=C1COCO1,6.89864,1.97115,1.59259,1.3342,56.29,-0.2537,0.0239,0.2776,761.4658,0.113863,-361.717364,-361.710448,-361.709504,-361.748976,23.416
2920,2921,CCC1=CCCC1,19,CCC1=CCCC1,5.53463,1.71623,1.46982,0.2141,73.74,-0.2239,0.0351,0.259,906.8307,0.172856,-273.809498,-273.80199,-273.801046,-273.841287,27.74
2921,2922,CCC1=CCOC1,17,CCC1=CCOC1,6.0273,1.73637,1.48851,1.8437,66.81,-0.2246,0.0237,0.2483,862.0048,0.148609,-309.726295,-309.718904,-309.717959,-309.758276,26.168
2922,2923,CCC1=NCCO1,16,CCC1=NCCO1,6.08533,1.90748,1.61128,1.2854,61.8,-0.2393,0.0304,0.2697,807.408,0.137971,-325.804686,-325.797492,-325.796548,-325.836614,24.989
2923,2924,COC1=NCCN1,15,COC1=NCCN1,6.71199,2.02917,1.6164,1.5234,58.36,-0.214,0.0625,0.2764,766.7454,0.127355,-341.849127,-341.842318,-341.841373,-341.879953,24.183
2924,2925,OCC1=CCCC1,17,OCC1=CCCC1,6.05065,1.75161,1.41225,1.485,66.51,-0.2228,0.0378,0.2606,867.9257,0.149139,-309.729139,-309.721815,-309.720871,-309.760654,26.54
2925,2926,OCC1=CCOC1,15,OCC1=CCOC1,6.61015,1.76666,1.43141,2.4493,59.65,-0.2252,0.0257,0.2509,822.0886,0.124847,-345.645388,-345.638165,-345.637221,-345.677115,24.986
2926,2927,OCC1=NCCO1,14,OCC1=NCCO1,6.64211,1.94819,1.55007,3.1656,54.45,-0.2556,0.0202,0.2758,765.9013,0.114461,-361.725962,-361.719085,-361.718141,-361.75736,23.601
2927,2928,CCC1CC=CC1,19,CCC1CC=CC1,5.87579,1.74573,1.43298,0.1643,72.04,-0.2334,0.0315,0.2649,894.832,0.172794,-273.804251,-273.79695,-273.796006,-273.835617,27.533
2928,2929,CCC1CN=CO1,16,CCC1CN=CO1,6.13475,1.92833,1.61098,1.8394,60.53,-0.2456,0.026,0.2716,790.875,0.138058,-325.799293,-325.792384,-325.79144,-325.83062,24.699
2929,2930,COC1CC=CC1,17,COC1CC=CC1,5.59371,1.97777,1.66022,1.0679,65.6,-0.2371,0.0311,0.2682,794.7383,0.148784,-309.719592,-309.712523,-309.711579,-309.750941,25.876
2930,2931,COC1CN=CO1,14,COC1CN=CO1,6.34862,2.11279,1.76915,2.269,54.06,-0.2581,0.0216,0.2798,714.5172,0.11434,-361.72096,-361.714413,-361.713469,-361.751719,22.95
2931,2932,OCC1CC=CC1,17,OCC1CC=CC1,5.2976,1.93146,1.62279,1.2533,64.79,-0.2329,0.0324,0.2653,795.372,0.14948,-309.725707,-309.718654,-309.71771,-309.756886,26.175
2932,2933,OCC1CN=CO1,14,OCC1CN=CO1,6.21365,1.99988,1.65995,0.2522,53.21,-0.2532,0.0157,0.269,730.0545,0.115004,-361.720799,-361.714321,-361.713377,-361.751625,23.111
2933,2934,CCC1CCC=C1,19,CCC1CCC=C1,5.91402,1.71946,1.42661,0.158,72.92,-0.2336,0.0293,0.263,906.4304,0.172837,-273.804223,-273.79686,-273.795915,-273.835715,27.585
2934,2935,CCC1COC=N1,16,CCC1COC=N1,6.27444,1.8645,1.55897,1.4447,60.92,-0.2467,0.0231,0.2697,806.5905,0.13813,-325.796862,-325.78992,-325.788975,-325.828269,24.696
2935,2936,CCC1OCC=C1,17,CCC1OCC=C1,5.92009,1.91663,1.57773,1.4309,66.13,-0.2295,0.0185,0.248,819.6131,0.148569,-309.726463,-309.719311,-309.718367,-309.757828,26.074
2936,2937,COC1CCC=C1,17,COC1CCC=C1,6.25773,1.8434,1.52188,1.0223,66.37,-0.2424,0.0214,0.2639,834.7936,0.14899,-309.719198,-309.712068,-309.711124,-309.750626,25.897
2937,2938,COC1OCC=C1,15,COC1OCC=C1,6.09771,2.08735,1.72623,0.8742,59.0,-0.2526,0.0095,0.2621,744.1805,0.125089,-345.648365,-345.641555,-345.640611,-345.679359,24.232
2938,2939,OCC1CCC=C1,17,OCC1CCC=C1,6.05407,1.77374,1.46234,1.3524,65.68,-0.2333,0.0308,0.2641,844.7789,0.149484,-309.725786,-309.718666,-309.717722,-309.757038,26.255
2939,2940,OCC1COC=N1,14,OCC1COC=N1,6.34099,1.95214,1.61525,2.0715,53.63,-0.2525,0.0103,0.2628,740.368,0.115312,-361.720088,-361.713656,-361.712712,-361.750879,22.902
2940,2941,OCC1OCC=C1,15,OCC1OCC=C1,5.93808,2.00867,1.64001,2.7074,58.53,-0.2359,0.0086,0.2445,753.5015,0.125771,-345.649146,-345.64248,-345.641536,-345.680008,24.325
2941,2942,CCC1CCCC1,21,CCC1CCCC1,5.40797,1.63869,1.36054,0.0445,73.97,-0.3018,0.0824,0.3842,965.2228,0.196559,-275.011437,-275.003477,-275.002533,-275.044853,29.179
2942,2943,CCC1CCCO1,19,CCC1CCCO1,5.70536,1.77367,1.47048,1.5051,67.58,-0.2373,0.087,0.3243,889.0251,0.172677,-310.936083,-310.92849,-310.927546,-310.968383,27.56
2943,2944,CCC1CCOC1,19,CCC1CCOC1,5.77565,1.68025,1.3991,1.7513,67.0,-0.2377,0.0819,0.3196,911.0666,0.172656,-310.930659,-310.922937,-310.921993,-310.963411,27.53
2944,2945,CCC1COCO1,17,CCC1COCO1,6.06879,1.80561,1.52,1.3458,60.01,-0.2521,0.088,0.34,835.8032,0.14901,-346.857871,-346.850571,-346.849627,-346.889986,25.768
2945,2946,CCC1OCCO1,17,CCC1OCCO1,6.08303,1.86038,1.53311,1.013,60.6,-0.252,0.0914,0.3434,834.2867,0.148817,-346.861837,-346.85444,-346.853496,-346.894088,25.885
2946,2947,COC1CCCC1,19,COC1CCCC1,4.92537,1.92998,1.65775,0.9944,67.35,-0.2442,0.0835,0.3277,835.5516,0.172772,-310.927319,-310.919791,-310.918846,-310.959816,27.409
2947,2948,COC1CCCO1,17,COC1CCCO1,5.46075,2.03151,1.71257,0.6223,60.26,-0.2588,0.0883,0.3471,781.8544,0.149473,-346.860243,-346.853079,-346.852134,-346.891881,25.596
2948,2949,COC1CCOC1,17,COC1CCOC1,5.19802,1.9806,1.71109,1.7571,60.49,-0.2428,0.0833,0.3261,785.7438,0.148863,-346.84548,-346.838181,-346.837237,-346.877461,25.756
2949,2950,OCC1CCCC1,19,OCC1CCCC1,5.54646,1.68651,1.39116,1.2649,66.99,-0.2615,0.0796,0.341,902.797,0.173243,-310.93254,-310.924915,-310.92397,-310.965141,27.846
2950,2951,OCC1CCCO1,17,OCC1CCCO1,5.60694,1.88302,1.55582,2.7781,59.91,-0.2453,0.0789,0.3242,811.1367,0.150016,-346.859078,-346.852049,-346.851105,-346.890737,25.722
2951,2952,OCC1CCOC1,17,OCC1CCOC1,5.3206,1.8679,1.5951,1.7937,59.79,-0.2474,0.076,0.3234,805.2617,0.149763,-346.852204,-346.844984,-346.844039,-346.883995,25.963
2952,2953,OCC1COCO1,15,OCC1COCO1,6.05336,1.89231,1.5841,1.2012,52.62,-0.257,0.08,0.3371,766.6366,0.126193,-382.77957,-382.772776,-382.771832,-382.810949,24.034
2953,2954,OCC1OCCO1,15,OCC1OCCO1,4.61639,2.27939,2.13711,1.9197,52.89,-0.2475,0.0774,0.3248,678.5549,0.12607,-382.782995,-382.776289,-382.775345,-382.813994,24.045
2954,2955,N=C(C#N)N1CC1,12,N=C(C#N)N1CC1,4.89733,2.25858,1.62341,5.2724,57.93,-0.2712,-0.0542,0.217,720.2612,0.090591,-319.533364,-319.526791,-319.525847,-319.564171,22.907
2955,2956,O=C(C#C)C1CC1,13,O=C(C#C)C1CC1,6.36188,1.73239,1.52296,2.7833,62.62,-0.2632,-0.0572,0.206,798.8311,0.100277,-307.285557,-307.278537,-307.277592,-307.317003,25.002
2956,2957,O=C(C#C)C1CN1,12,O=C(C#C)C1CN1,6.48258,1.77952,1.54339,2.6113,59.43,-0.2632,-0.07,0.1933,768.9982,0.089284,-323.3247,-323.317917,-323.316972,-323.355724,23.843
2957,2958,O=C(C#C)C1CO1,11,O=C(C#C)C1CO1,3.95371,2.51593,1.71178,2.5384,53.87,-0.2701,-0.0702,0.1999,694.4152,0.076125,-343.19939,-343.19264,-343.191695,-343.230417,23.321
2958,2959,O=C(C#C)N1CC1,12,O=C(C#C)N1CC1,5.08691,2.1923,1.60544,3.3752,58.9,-0.26,-0.0436,0.2164,732.3158,0.088877,-323.330261,-323.32343,-323.322486,-323.361262,23.909
2959,2960,O=C(C#N)C1CC1,12,O=C(C#N)C1CC1,6.37932,1.73642,1.52659,4.1845,57.26,-0.2944,-0.0856,0.2088,778.0779,0.089699,-323.386306,-323.379583,-323.378639,-323.417599,23.19
2960,2961,O=C(C#N)C1CN1,11,O=C(C#N)C1CN1,6.48956,1.78438,1.5473,2.7619,54.28,-0.2846,-0.0991,0.1856,748.6499,0.078602,-339.423497,-339.416996,-339.416052,-339.454399,22.089
2961,2962,O=C(C#N)C1CO1,10,O=C(C#N)C1CO1,4.00784,2.56243,1.74321,3.6984,49.02,-0.3012,-0.1001,0.2011,669.2971,0.065438,-359.29838,-359.29191,-359.290965,-359.329244,21.6
2962,2963,O=C(C#N)N1CC1,11,O=C(C#N)N1CC1,5.07601,2.21178,1.6113,4.6527,53.87,-0.2885,-0.0696,0.2189,712.4545,0.078321,-339.431197,-339.424648,-339.423704,-339.462075,22.117
